,Country Code,Year,Country Name,Military Expenditure (% Of General Government Expenditure),Military Expenditure (% Of Gdp)
0,AFG,2000,Afghanistan,,
1,AFG,2000,Afghanistan,,
2,AFG,2000,Afghanistan,,
3,AFG,2000,Afghanistan,,
4,AFG,2000,Afghanistan,,
5,AFG,2000,Afghanistan,,
6,AFG,2000,Afghanistan,,
7,AFG,2000,Afghanistan,,
8,AFG,2000,Afghanistan,,
9,AFG,2000,Afghanistan,,
10,AFG,2000,Afghanistan,,
11,AFG,2000,Afghanistan,,
12,AFG,2000,Afghanistan,,
13,AFG,2000,Afghanistan,,
14,AFG,2000,Afghanistan,,
15,AFG,2000,Afghanistan,,
16,AFG,2000,Afghanistan,,
17,AFG,2000,Afghanistan,,
18,AFG,2000,Afghanistan,,
19,AFG,2000,Afghanistan,,
20,AFG,2000,Afghanistan,,
21,AFG,2000,Afghanistan,,
22,AFG,2000,Afghanistan,,
23,AFG,2000,Afghanistan,,
24,AFG,2000,Afghanistan,,
25,AFG,2000,Afghanistan,,
26,AFG,2000,Afghanistan,,
27,AFG,2000,Afghanistan,,
28,AFG,2001,Afghanistan,,
29,AFG,2001,Afghanistan,,
30,AFG,2001,Afghanistan,,
31,AFG,2001,Afghanistan,,
32,AFG,2001,Afghanistan,,
33,AFG,2001,Afghanistan,,
34,AFG,2001,Afghanistan,,
35,AFG,2001,Afghanistan,,
36,AFG,2001,Afghanistan,,
37,AFG,2001,Afghanistan,,
38,AFG,2001,Afghanistan,,
39,AFG,2001,Afghanistan,,
40,AFG,2001,Afghanistan,,
41,AFG,2001,Afghanistan,,
42,AFG,2001,Afghanistan,,
43,AFG,2001,Afghanistan,,
44,AFG,2001,Afghanistan,,
45,AFG,2001,Afghanistan,,
46,AFG,2001,Afghanistan,,
47,AFG,2001,Afghanistan,,
48,AFG,2001,Afghanistan,,
49,AFG,2001,Afghanistan,,
50,AFG,2001,Afghanistan,,
51,AFG,2001,Afghanistan,,
52,AFG,2001,Afghanistan,,
53,AFG,2001,Afghanistan,,
54,AFG,2001,Afghanistan,,
55,AFG,2001,Afghanistan,,
56,AFG,2002,Afghanistan,,
57,AFG,2002,Afghanistan,,
58,AFG,2002,Afghanistan,,
59,AFG,2002,Afghanistan,,
60,AFG,2002,Afghanistan,,
61,AFG,2002,Afghanistan,,
62,AFG,2002,Afghanistan,,
63,AFG,2002,Afghanistan,,
64,AFG,2002,Afghanistan,,
65,AFG,2002,Afghanistan,,
66,AFG,2002,Afghanistan,,
67,AFG,2002,Afghanistan,,
68,AFG,2002,Afghanistan,,
69,AFG,2002,Afghanistan,,
70,AFG,2002,Afghanistan,,
71,AFG,2002,Afghanistan,,
72,AFG,2002,Afghanistan,,
73,AFG,2002,Afghanistan,,
74,AFG,2002,Afghanistan,,
75,AFG,2002,Afghanistan,,
76,AFG,2002,Afghanistan,,
77,AFG,2002,Afghanistan,,
78,AFG,2002,Afghanistan,,
79,AFG,2002,Afghanistan,,
80,AFG,2002,Afghanistan,,
81,AFG,2002,Afghanistan,,
82,AFG,2002,Afghanistan,,
83,AFG,2002,Afghanistan,,
84,AFG,2003,Afghanistan,,
85,AFG,2003,Afghanistan,,
86,AFG,2003,Afghanistan,,
87,AFG,2003,Afghanistan,,
88,AFG,2003,Afghanistan,,
89,AFG,2003,Afghanistan,,
90,AFG,2003,Afghanistan,,
91,AFG,2003,Afghanistan,,
92,AFG,2003,Afghanistan,,
93,AFG,2003,Afghanistan,,
94,AFG,2003,Afghanistan,,
95,AFG,2003,Afghanistan,,
96,AFG,2003,Afghanistan,,
97,AFG,2003,Afghanistan,,
98,AFG,2003,Afghanistan,,
99,AFG,2003,Afghanistan,,
100,AFG,2003,Afghanistan,,
101,AFG,2003,Afghanistan,,
102,AFG,2003,Afghanistan,,
103,AFG,2003,Afghanistan,,
104,AFG,2003,Afghanistan,,
105,AFG,2003,Afghanistan,,
106,AFG,2003,Afghanistan,,
107,AFG,2003,Afghanistan,,
108,AFG,2003,Afghanistan,,
109,AFG,2003,Afghanistan,,
110,AFG,2003,Afghanistan,,
111,AFG,2003,Afghanistan,,
112,AFG,2004,Afghanistan,16.134335999999998,2.431257869
113,AFG,2004,Afghanistan,16.134335999999998,2.431257869
114,AFG,2004,Afghanistan,16.134335999999998,2.431257869
115,AFG,2004,Afghanistan,16.134335999999998,2.431257869
116,AFG,2004,Afghanistan,16.134335999999998,2.431257869
117,AFG,2004,Afghanistan,16.134335999999998,2.431257869
118,AFG,2004,Afghanistan,16.134335999999998,2.431257869
119,AFG,2004,Afghanistan,16.134335999999998,2.431257869
120,AFG,2004,Afghanistan,16.134335999999998,2.431257869
121,AFG,2004,Afghanistan,16.134335999999998,2.431257869
122,AFG,2004,Afghanistan,16.134335999999998,2.431257869
123,AFG,2004,Afghanistan,16.134335999999998,2.431257869
124,AFG,2004,Afghanistan,16.134335999999998,2.431257869
125,AFG,2004,Afghanistan,16.134335999999998,2.431257869
126,AFG,2004,Afghanistan,16.134335999999998,2.431257869
127,AFG,2004,Afghanistan,16.134335999999998,2.431257869
128,AFG,2004,Afghanistan,16.134335999999998,2.431257869
129,AFG,2004,Afghanistan,16.134335999999998,2.431257869
130,AFG,2004,Afghanistan,16.134335999999998,2.431257869
131,AFG,2004,Afghanistan,16.134335999999998,2.431257869
132,AFG,2004,Afghanistan,16.134335999999998,2.431257869
133,AFG,2004,Afghanistan,16.134335999999998,2.431257869
134,AFG,2004,Afghanistan,16.134335999999998,2.431257869
135,AFG,2004,Afghanistan,16.134335999999998,2.431257869
136,AFG,2004,Afghanistan,16.134335999999998,2.431257869
137,AFG,2004,Afghanistan,16.134335999999998,2.431257869
138,AFG,2004,Afghanistan,16.134335999999998,2.431257869
139,AFG,2004,Afghanistan,16.134335999999998,2.431257869
140,AFG,2005,Afghanistan,12.68975795,1.992068021
141,AFG,2005,Afghanistan,12.68975795,1.992068021
142,AFG,2005,Afghanistan,12.68975795,1.992068021
143,AFG,2005,Afghanistan,12.68975795,1.992068021
144,AFG,2005,Afghanistan,12.68975795,1.992068021
145,AFG,2005,Afghanistan,12.68975795,1.992068021
146,AFG,2005,Afghanistan,12.68975795,1.992068021
147,AFG,2005,Afghanistan,12.68975795,1.992068021
148,AFG,2005,Afghanistan,12.68975795,1.992068021
149,AFG,2005,Afghanistan,12.68975795,1.992068021
150,AFG,2005,Afghanistan,12.68975795,1.992068021
151,AFG,2005,Afghanistan,12.68975795,1.992068021
152,AFG,2005,Afghanistan,12.68975795,1.992068021
153,AFG,2005,Afghanistan,12.68975795,1.992068021
154,AFG,2005,Afghanistan,12.68975795,1.992068021
155,AFG,2005,Afghanistan,12.68975795,1.992068021
156,AFG,2005,Afghanistan,12.68975795,1.992068021
157,AFG,2005,Afghanistan,12.68975795,1.992068021
158,AFG,2005,Afghanistan,12.68975795,1.992068021
159,AFG,2005,Afghanistan,12.68975795,1.992068021
160,AFG,2005,Afghanistan,12.68975795,1.992068021
161,AFG,2005,Afghanistan,12.68975795,1.992068021
162,AFG,2005,Afghanistan,12.68975795,1.992068021
163,AFG,2005,Afghanistan,12.68975795,1.992068021
164,AFG,2005,Afghanistan,12.68975795,1.992068021
165,AFG,2005,Afghanistan,12.68975795,1.992068021
166,AFG,2005,Afghanistan,12.68975795,1.992068021
167,AFG,2005,Afghanistan,12.68975795,1.992068021
168,AFG,2006,Afghanistan,10.36038171,1.896234135
169,AFG,2006,Afghanistan,10.36038171,1.896234135
170,AFG,2006,Afghanistan,10.36038171,1.896234135
171,AFG,2006,Afghanistan,10.36038171,1.896234135
172,AFG,2006,Afghanistan,10.36038171,1.896234135
173,AFG,2006,Afghanistan,10.36038171,1.896234135
174,AFG,2006,Afghanistan,10.36038171,1.896234135
175,AFG,2006,Afghanistan,10.36038171,1.896234135
176,AFG,2006,Afghanistan,10.36038171,1.896234135
177,AFG,2006,Afghanistan,10.36038171,1.896234135
178,AFG,2006,Afghanistan,10.36038171,1.896234135
179,AFG,2006,Afghanistan,10.36038171,1.896234135
180,AFG,2006,Afghanistan,10.36038171,1.896234135
181,AFG,2006,Afghanistan,10.36038171,1.896234135
182,AFG,2006,Afghanistan,10.36038171,1.896234135
183,AFG,2006,Afghanistan,10.36038171,1.896234135
184,AFG,2006,Afghanistan,10.36038171,1.896234135
185,AFG,2006,Afghanistan,10.36038171,1.896234135
186,AFG,2006,Afghanistan,10.36038171,1.896234135
187,AFG,2006,Afghanistan,10.36038171,1.896234135
188,AFG,2006,Afghanistan,10.36038171,1.896234135
189,AFG,2006,Afghanistan,10.36038171,1.896234135
190,AFG,2006,Afghanistan,10.36038171,1.896234135
191,AFG,2006,Afghanistan,10.36038171,1.896234135
192,AFG,2006,Afghanistan,10.36038171,1.896234135
